xr0;xb1;yr1;yr2
0;1;-0.0249165925022;0.0669173246023
0.0494739000565;0;-0.0311313628807;-0.0785151937804
0.0989478001131;0;-0.167902917356;-0.0621620116831
0.14842170017;0;-0.0762636815515;0.0902749174741
0.197895600226;0;-0.108241874159;-0.015492988178
0.247369500283;0;-0.26852692527;0.00209639705366
0.296843400339;0;-0.306755540828;-0.0153815622149
0.346317300396;0;-0.325361499142;-0.0757656977301
0.395791200452;0;-0.422888166067;0.0771689190457
0.445265100509;0;-0.373753163501;0.0190706400987
0.494739000565;0;-0.497222516116;0.122403106973
0.544212900622;0;-0.509570416331;0.0406988825867
0.593686800678;0;-0.584517525608;0.118534342823
0.643160700735;0;-0.574809700322;0.0694620830077
0.692634600791;0;-0.582127004683;0.0871427511618
0.742108500848;0;-0.692249486246;0.199866975003
0.791582400905;0;-0.762115372637;0.178683862634
0.841056300961;0;-0.765879188187;0.166509949966
0.890530201018;0;-0.719865767027;0.185591541781
0.940004101074;0;-0.846685262298;0.0930338532817
0.989478001131;0;-0.865269442435;0.227985546927
1.03895190119;0;-0.782116406102;0.25888791852
1.08842580124;0;-0.842403759157;0.274360537351
1.1378997013;0;-0.994762647873;0.307051739712
1.18737360136;0;-0.964946625322;0.360197541594
1.23684750141;0;-0.925349206167;0.362828613449
1.28632140147;0;-0.919074865108;0.355233853619
1.33579530153;0;-0.989578653914;0.352392253547
1.38526920158;0;-1.0728702497;0.357549445984
1.43474310164;0;-0.946675910751;0.343060534791
1.4842170017;0;-1.00679467729;0.544556018821
1.53369090175;0;-0.988465845596;0.564788601509
1.58316480181;0;-1.01216749464;0.512145691998
1.63263870187;0;-1.00282670639;0.471905645395
1.68211260192;0;-1.06241124495;0.512699437641
1.73158650198;0;-0.955507798771;0.51855845205
1.78106040204;0;-1.01163379441;0.573101062695
1.83053430209;0;-1.03132757786;0.585672222566
1.88000820215;0;-0.973626209579;0.714561142329
1.9294821022;0;-0.92101809951;0.780997967795
1.97895600226;0;-0.834983942414;0.776124558313
2.02842990232;0;-0.925465176385;0.746188798352
2.07790380237;0;-0.794646506264;0.792752958463
2.12737770243;0;-0.89463426215;0.808957589104
2.17685160249;0;-0.85293348948;0.774985292117
2.22632550254;0;-0.711015601307;0.69267650931
2.2757994026;0;-0.795523989145;0.897559709594
2.32527330266;0;-0.680590350597;0.885743565287
2.37474720271;0;-0.733089984986;0.882374907655
2.42422110277;0;-0.59280619117;0.868377106338
2.47369500283;0;-0.652701290425;0.846020576887
2.52316890288;0;-0.592271149728;0.917682821595
2.57264280294;0;-0.540392766615;0.833547955002
2.622116703;0;-0.49843494515;0.906018130136
2.67159060305;0;-0.481062523781;0.956445121811
2.72106450311;0;-0.368185413401;0.938871076794
2.77053840317;0;-0.321462461556;0.973318236273
2.82001230322;0;-0.32689336185;0.908301961832
2.86948620328;0;-0.29620832686;0.957890481297
2.91896010334;0;-0.183389943442;1.07333895261
2.96843400339;0;-0.118546032818;0.984578530453
3.01790790345;0;-0.113192853304;1.00538963384
3.0673818035;0;-0.0138098021969;0.91889092912
3.11685570356;0;0.0104977737414;1.03843570601
3.16632960362;0;0.121064325085;0.998907722948
3.21580350367;0;0.109427119299;0.98386839839
3.26527740373;0;0.218257924584;0.944226149605
3.31475130379;0;0.263961310414;1.06636296742
3.36422520384;0;0.432626567331;0.982772026778
3.4136991039;0;0.489981993938;0.986773473614
3.46317300396;0;0.608083566908;0.932952417923
3.51264690401;0;0.692419355288;0.919893714942
3.56212080407;0;0.840026670805;1.10231690989
3.61159470413;0;0.915048984159;1.02317649684
3.66106860418;0;0.89953957835;0.939273088964
3.71054250424;0;1.05393004429;0.955012742915
3.7600164043;0;1.16725609497;0.966336323364
3.80949030435;0;1.29889917391;0.955162149912
3.85896420441;0;1.37212695362;0.851798727207
3.90843810447;0;1.41726828404;0.890109611757
3.95791200452;0;1.4372040939;0.827759155931
4.00738590458;0;1.59099398047;0.85847296062
4.05685980464;0;1.6206037204;0.787155684165
4.10633370469;0;1.5905369018;0.802520533002
4.15580760475;0;1.65252387828;0.706120907769
4.20528150481;0;1.75764341138;0.738800893629
4.25475540486;0;1.75314526498;0.773053547027
4.30422930492;0;1.81791390912;0.747241213296
4.35370320497;0;1.8714276366;0.701388661295
4.40317710503;0;1.92046854524;0.630854725123
4.45265100509;0;1.91418244395;0.565427316369
4.50212490514;0;2.01244942047;0.603930285449
4.5515988052;0;2.07599133531;0.545374043189
4.60107270526;0;1.9377275865;0.557006221829
4.65054660531;0;2.04283428683;0.544445206815
4.70002050537;0;1.98683998738;0.479221226719
4.74949440543;0;1.92141097169;0.465709521049
