xr0;xb1;yr1;yr2
0;1;0.0328490211473;0.0389083346266
0.0490873852123;0;-0.0569249181732;-0.0590912517102
0.0981747704247;0;0.000848411668317;0.0513951425154
0.147262155637;0;-0.0131614848901;0.0045274769747
0.196349540849;0;0.0108545288497;0.0245006940139
0.245436926062;0;-0.057466927518;0.0282770783401
0.294524311274;0;-0.0357599590785;-0.0168333987484
0.343611696486;0;-0.133852674223;-0.00235377256995
0.392699081699;0;-0.137133804872;0.0831593673497
0.441786466911;0;-0.122067755118;-0.0322235753388
0.490873852123;0;-0.121821079924;0.0344252867352
0.539961237336;0;-0.164751495915;-0.00978297234879
0.589048622548;0;-0.11560442201;0.0728463550768
0.63813600776;0;-0.178025602234;0.10687025202
0.687223392973;0;-0.213794342871;0.0927918542763
0.736310778185;0;-0.232533655439;0.086624739576
0.785398163397;0;-0.171193326823;0.190943085924
0.83448554861;0;-0.20195865181;0.200994356865
0.883572933822;0;-0.253611203336;0.140317244848
0.932660319034;0;-0.18940812242;0.230271791504
0.981747704247;0;-0.308634191956;0.169494441224
1.03083508946;0;-0.237213111684;0.267663192818
1.07992247467;0;-0.267900331577;0.296486160885
1.12900985988;0;-0.247564524741;0.307946089159
1.1780972451;0;-0.246170175654;0.340954261825
1.22718463031;0;-0.256771363059;0.358595047609
1.27627201552;0;-0.308572511365;0.346974767613
1.32535940073;0;-0.254043097877;0.410477595694
1.37444678595;0;-0.285205745548;0.398488849372
1.42353417116;0;-0.299047252071;0.429122666436
1.47262155637;0;-0.315911361611;0.520873380488
1.52170894158;0;-0.218794156472;0.440899871587
1.57079632679;0;-0.261485970888;0.502958011209
1.61988371201;0;-0.285389116312;0.536002504368
1.66897109722;0;-0.240202020447;0.616698809134
1.71805848243;0;-0.337951319355;0.572365944894
1.76714586764;0;-0.336783543529;0.563180453479
1.81623325286;0;-0.190346966865;0.62198281522
1.86532063807;0;-0.353045177145;0.653410862304
1.91440802328;0;-0.218142459379;0.701131487366
1.96349540849;0;-0.31211495776;0.67963211662
2.01258279371;0;-0.332109504131;0.68772588772
2.06167017892;0;-0.260040660323;0.731074095181
2.11075756413;0;-0.291314324038;0.763114027261
2.15984494934;0;-0.223896481514;0.795812234878
2.20893233456;0;-0.30972926874;0.82681476518
2.25801971977;0;-0.256725990458;0.84109198411
2.30710710498;0;-0.206402691495;0.844810852687
2.35619449019;0;-0.244468612785;0.830199332664
2.4052818754;0;-0.239151083597;0.874801089271
2.45436926062;0;-0.167743760191;0.851114305146
2.50345664583;0;-0.149505991309;0.908594520589
2.55254403104;0;-0.189795693848;1.01500716557
